event_name,description,link,when,where,deadline,page_title,meta_description,detailed_deadline,review_time,conference_rank,is_workshop,minimum_pages,website_link,categories
ICDCS-FedEdgeAI 2025,1st International Workshop on Federated Learning for Wireless Edge Artificial Intelligence (FedEdgeAI),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185770&copyownerid=191444,"Jul 20, 2025 - Jul 23, 2025","Glasgow, Scotland, UK",05/03/25,ICDCS-FedEdgeAI 2025 : 1st International Workshop on Federated Learning for Wireless Edge Artificial Intelligence (FedEdgeAI),ICDCS-FedEdgeAI 2025 : 1st International Workshop on Federated Learning for Wireless Edge Artificial Intelligence (FedEdgeAI),N/A,N/A,N/A,True,N/A,https://fededgeai.github.io/,"['distributed systems', 'artificiall intelligence', 'computer science', 'edge computing']"
ICCSM 2025,"IEEE--2025 9th International Conference on Computer, Software and Modeling (ICCSM 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182942&copyownerid=13881,"Jul 3, 2025 - Jul 5, 2025","Roma, Italy",05/03/25,"ICCSM 2025 : IEEE--2025 9th International Conference on Computer, Software and Modeling (ICCSM 2025)","ICCSM 2025 : IEEE--2025 9th International Conference on Computer, Software and Modeling (ICCSM 2025)",N/A,N/A,N/A,False,N/A,https://www.iccsm.org/,"['cloud computing', 'computer science', 'modeling', 'machine learning']"
WCSE--EI 2025,2025 The 15th International Workshop on Computer Science and Engineering (WCSE 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181981&copyownerid=13881,"Jun 25, 2025 - Jun 27, 2025","Jeju Island, South Korea",05/03/25,WCSE--EI 2025 : 2025 The 15th International Workshop on Computer Science and Engineering (WCSE 2025),WCSE--EI 2025 : 2025 The 15th International Workshop on Computer Science and Engineering (WCSE 2025),N/A,N/A,N/A,True,N/A,https://www.wcse.us/,"['cloud computing', 'computer science', 'human-computer interaction', 'intelligent systems']"
Springer CCCE 2025,Springer--2025 5th International Conference on Computer and Communication Engineering (CCCE 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182041&copyownerid=13881,"May 23, 2025 - May 25, 2025","Helsinki, Finland",05/03/25,Springer CCCE 2025 : Springer--2025 5th International Conference on Computer and Communication Engineering  (CCCE 2025),Springer CCCE 2025 : Springer--2025 5th International Conference on Computer and Communication Engineering  (CCCE 2025),N/A,N/A,N/A,False,N/A,http://www.ccce.net/,"['cloud computing', 'computer science', 'artificial intelligence', 'wireless communications']"
DiDiT 2025,2nd International Workshop on Distributed Digital Twins,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185590&copyownerid=78640,"Jun 23, 2025 - Jun 24, 2025","Darmstadt, Germany",07/03/25,DiDiT 2025 : 2nd International Workshop on Distributed Digital Twins,DiDiT 2025 : 2nd International Workshop on Distributed Digital Twins,N/A,N/A,N/A,True,N/A,https://distributeddigitaltwins.github.io/,"['internet of things', 'intelligent systems', 'computer science', 'information systems']"
ICITL 2025,International Conference of Innovative Technologies and Learning,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183360&copyownerid=174138,"Aug 5, 2025 - Aug 7, 2025","Oslo, Norway",10/03/25,ICITL 2025 : International Conference of Innovative Technologies and Learning,ICITL 2025 : International Conference of Innovative Technologies and Learning,Mar,N/A,N/A,False,N/A,http://icitl.org,['computer science']
IEEE CSR 2025,2025 IEEE International Conference on Cyber Security and Resilience,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182855&copyownerid=118232,"Aug 4, 2025 - Aug 6, 2025","Chania, Crete, Greece",10/03/25,IEEE CSR 2025 : 2025 IEEE International Conference on Cyber Security and Resilience,IEEE CSR 2025 : 2025 IEEE International Conference on Cyber Security and Resilience,"March 10, 2025",N/A,N/A,True,N/A,https://www.ieee-csr.org/,"['security', 'cyber security', 'internet of things', 'computer science']"
HAADMS 2025,Human Alignment in AI Decision-Making Systems: An Inter-disciplinary Approach towards Trustworthy AI (IEEE CAI Workshop),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184720&copyownerid=190323,"May 5, 2025 - May 7, 2025","Santa Clara, CA, USA",10/03/25,HAADMS 2025 : Human Alignment in AI Decision-Making Systems:  An Inter-disciplinary Approach towards Trustworthy AI (IEEE CAI Workshop),HAADMS 2025 : Human Alignment in AI Decision-Making Systems:  An Inter-disciplinary Approach towards Trustworthy AI (IEEE CAI Workshop),N/A,N/A,N/A,True,N/A,https://sites.google.com/view/ieee-cai-2025-workshop/about,"['artificial intelligence', 'computer science', 'NLP', 'human computer interaction']"
EMOOCS 2025,eMOOCs - Shaping Sustainable Lifelong Learning for All in the Era of AI.,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183365&copyownerid=190021,"Jul 1, 2025 - Jul 2, 2025","Paris, France",10/03/25,EMOOCS 2025 : eMOOCs - Shaping Sustainable Lifelong Learning for All in the Era of AI.,EMOOCS 2025 : eMOOCs - Shaping Sustainable Lifelong Learning for All in the Era of AI.,N/A,N/A,N/A,True,N/A,https://emoocs2025.telecom-paris.fr/,"['computer science', 'education', 'digital education', 'artificial intelligence']"
CSTE 2025,IEEE--2025 The 7th International Conference on Computer Science and Technologies in Education (CSTE 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180961&copyownerid=13881,"Apr 18, 2025 - Apr 20, 2025","Wuhan, China",10/03/25,CSTE 2025 : IEEE--2025 The 7th International Conference on Computer Science and Technologies in Education (CSTE 2025),CSTE 2025 : IEEE--2025 The 7th International Conference on Computer Science and Technologies in Education (CSTE 2025),N/A,N/A,N/A,False,N/A,http://cste.net,"['computer science', 'higher education', 'e-education', 'information technology']"
MECO 2025,14th Mediterranean Conference on Embedded Computing,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184796&copyownerid=184327,"Jun 10, 2025 - Jun 14, 2025","Budva, Montenegro",10/03/25,MECO 2025 : 14th Mediterranean Conference on Embedded Computing,MECO 2025 : 14th Mediterranean Conference on Embedded Computing,N/A,N/A,N/A,False,N/A,https://mecoconference.me/meco2025/,"['computer science', 'embedded systems', 'machine learning', 'artificial intelligence']"
CPSIoT 2025,13th International Conference on Cyber-Physical Systems,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184797&copyownerid=184327,"Jun 10, 2025 - Jun 14, 2025","Budva, Montenegro",10/03/25,CPSIoT 2025 : 13th International Conference on Cyber-Physical Systems,CPSIoT 2025 : 13th International Conference on Cyber-Physical Systems,N/A,N/A,N/A,True,N/A,https://mecoconference.me/cpsiot2025/,"['cyber physical systems', 'internet of things', 'computer science', 'artificial intelligence']"
ICHMI 2025,2025 5th International Conference on Human–Machine Interaction (ICHMI 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182036&copyownerid=13881,"May 23, 2025 - May 25, 2025","Haikou, China",10/03/25,ICHMI 2025 : 2025 5th International Conference on Human–Machine Interaction (ICHMI 2025),ICHMI 2025 : 2025 5th International Conference on Human–Machine Interaction (ICHMI 2025),N/A,N/A,N/A,True,N/A,https://www.ichmi.org/,"['machine learning', 'software engineering', 'artificial intelligence', 'computer science']"
WCAMA 2025,16th Workshop of Applied Computing for the Management of the Environment and Natural Resources,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185718&copyownerid=3600,"Jul 21, 2025 - Jul 21, 2025","Maceio, AL, Brazil",10/03/25,WCAMA 2025 : 16th Workshop of Applied Computing for the Management of the Environment and Natural Resources,WCAMA 2025 : 16th Workshop of Applied Computing for the Management of the Environment and Natural Resources,"March 10, 2025",N/A,N/A,True,N/A,https://csbc.sbc.org.br/2025/wcama/,"['computer science', 'artificial intelligence', 'applied computing', 'natural resources']"
ICCTA--ESCI 2025,2025 11th International Conference on Computer Technology Applications (ICCTA 2025)--ESCI,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181845&copyownerid=13881,"May 21, 2025 - May 23, 2025","Vienna, Austria",15/03/25,ICCTA--ESCI 2025 : 2025 11th International Conference on Computer Technology Applications (ICCTA 2025)--ESCI,ICCTA--ESCI 2025 : 2025 11th International Conference on Computer Technology Applications (ICCTA 2025)--ESCI,N/A,N/A,N/A,False,N/A,http://www.iccta.net/,"['cloud computing', 'computer science', 'artificial intelligence', 'big data']"
ICACTE--EI 2025,2025 The 18th International Conference on Advanced Computer Theory and Engineering (ICACTE 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183505&copyownerid=13881,"Aug 20, 2025 - Aug 22, 2025","Nanjing, China",15/03/25,ICACTE--EI 2025 : 2025 The 18th International Conference on Advanced Computer Theory and Engineering (ICACTE 2025),ICACTE--EI 2025 : 2025 The 18th International Conference on Advanced Computer Theory and Engineering (ICACTE 2025),N/A,N/A,N/A,False,N/A,http://www.icacte.org/,"['cloud computing', 'artificial intelligence', 'computer science', 'computational intelligence']"
ICDD 2025,"International Conference on Applied Informatics Imagination, Creativity, Design, Development",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185692&copyownerid=183804,"May 29, 2025 - May 31, 2025","Sibiu, Romania",16/03/25,"ICDD 2025 : International Conference on Applied Informatics Imagination, Creativity, Design, Development","ICDD 2025 : International Conference on Applied Informatics Imagination, Creativity, Design, Development",N/A,N/A,N/A,False,N/A,https://conferences.ulbsibiu.ro/icdd,"['computer science', 'modelling and optimization', 'machine learning', 'data mining']"
JPS 2025,Journal of Political Science,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182411&copyownerid=33993,N/A,N/A,18/03/25,JPS 2025 : Journal of Political Science,JPS 2025 : Journal of Political Science,N/A,N/A,N/A,False,N/A,https://airccse.com/JPS/index.html,"['foreign policy', 'international relations', 'national & international polit', 'public law']"
ADEIJ 2025,Advances in Engineering: an International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=179259&copyownerid=46167,N/A,N/A,18/03/25,ADEIJ 2025 : Advances in Engineering: an International Journal,ADEIJ 2025 : Advances in Engineering: an International Journal,N/A,N/A,N/A,False,N/A,https://airccse.com/adeij/index.html,"['chemistry', 'biomedical', 'computer science', 'materials science']"
MECHATROJ 2025,Mechatronics and Applications: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184760&copyownerid=33993,N/A,N/A,18/03/25,MECHATROJ 2025 : Mechatronics and Applications: An International Journal,MECHATROJ 2025 : Mechatronics and Applications: An International Journal,N/A,N/A,N/A,False,N/A,https://airccse.com/mechatroj/index.html,"['mechatronics', 'power electronics', 'robotics', 'signal processing']"
NTIJ 2025,Nanoscience and Technology: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180690&copyownerid=171656,N/A,N/A,18/03/25,NTIJ  2025 : Nanoscience and Technology: An International Journal,NTIJ  2025 : Nanoscience and Technology: An International Journal,N/A,N/A,N/A,False,N/A,https://wireilla.com/nt/index.html,"['nanotechnology', 'robotics', 'environment', 'biotechnology']"
PBIJ 2025,Pharmaceutical and Biomedical sciences: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180004&copyownerid=33993,N/A,N/A,18/03/25,PBIJ 2025 : Pharmaceutical and Biomedical sciences: An International Journal,PBIJ 2025 : Pharmaceutical and Biomedical sciences: An International Journal,N/A,N/A,N/A,False,N/A,https://airccse.com/pbij/index.html,"['biotechnology', 'biomedical engineering', 'biology', 'science']"
RSEJ 2025,Renewable and Sustainable Energy: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180466&copyownerid=171656,N/A,N/A,18/03/25,RSEJ 2025 : Renewable and Sustainable Energy: An International Journal,RSEJ 2025 : Renewable and Sustainable Energy: An International Journal,N/A,N/A,N/A,False,N/A,https://airccse.com/rsej/index.html,"['electronics', 'environment', 'renewable energy', 'materials']"
CGDEIJ 2025,Computer Game Development and Education: An International Journal,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180566&copyownerid=171656,N/A,N/A,18/03/25,CGDEIJ 2025 : Computer Game Development and Education: An International Journal,CGDEIJ 2025 : Computer Game Development and Education: An International Journal,N/A,N/A,N/A,False,N/A,https://wireilla.com/cgdeij/index.html,"['game design', 'education', 'software engineering', 'computing']"
JoL 2025,International Journal of Law,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=180567&copyownerid=171656,N/A,N/A,18/03/25,JoL 2025 : International Journal of Law,JoL 2025 : International Journal of Law,N/A,N/A,N/A,True,N/A,https://airccse.com/JoL/index.html,"['criminal law', 'human rights', 'education', 'discrimination']"
RTA-CSIT 2025,Recent Trends and Applications in Computer Science and Information Technology,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185151&copyownerid=66311,"May 22, 2025 - May 24, 2025","Tirana, Albania",21/03/25,RTA-CSIT 2025 : Recent Trends and Applications in Computer Science and Information Technology,RTA-CSIT 2025 : Recent Trends and Applications in Computer Science and Information Technology,N/A,N/A,N/A,False,N/A,https://sites.google.com/fshn.edu.al/rta-csit/,"['artificial intelligence', 'cyber security', 'data science', 'computer science']"
SPIE-Ei/Scopus-DMNLP 2025,2025 2nd International Conference on Data Mining and Natural Language Processing (DMNLP 2025)-EI Compendex&Scopus,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=127472&copyownerid=165700,"Apr 25, 2025 - Apr 27, 2025","Xiamen, China",25/03/25,SPIE-Ei/Scopus-DMNLP 2025 : 2025 2nd International Conference on Data Mining and Natural Language Processing (DMNLP 2025)-EI Compendex&Scopus,SPIE-Ei/Scopus-DMNLP 2025 : 2025 2nd International Conference on Data Mining and Natural Language Processing (DMNLP 2025)-EI Compendex&Scopus,N/A,N/A,N/A,False,N/A,http://www.dmnlp.net/ ,"['data mining', 'natural language processing', 'computer science', 'computer science']"
CCET 2025,2025 8th International Conference on Computer and Communication Engineering Technology (CCET 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182986&copyownerid=13881,"Aug 15, 2025 - Aug 17, 2025","Beijing, China",25/03/25,CCET 2025 : 2025 8th International Conference on Computer and Communication Engineering Technology (CCET 2025),CCET 2025 : 2025 8th International Conference on Computer and Communication Engineering Technology (CCET 2025),N/A,N/A,N/A,False,N/A,http://www.ccet.org/,"['computing', 'computer science', 'communications', 'information technology']"
SPIE-Ei/Scopus-CMLDS 2025,"2025 2nd International Conference on Computing, Machine Learning and Data Science (CMLDS 2025) -EI Compendex & Scopus",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=172346&copyownerid=165700,"Apr 25, 2025 - Apr 27, 2025","Xiamen, China",25/03/25,"SPIE-Ei/Scopus-CMLDS 2025 : 2025 2nd International Conference on Computing, Machine Learning and Data Science (CMLDS 2025) -EI Compendex & Scopus","SPIE-Ei/Scopus-CMLDS 2025 : 2025 2nd International Conference on Computing, Machine Learning and Data Science (CMLDS 2025) -EI Compendex & Scopus",N/A,N/A,N/A,False,N/A,http://www.cmlds.net/,"['computing', 'machine learning', 'data science', 'computer science']"
ICCCM--EI 2025,2025 The 13th International Conference on Computer and Communications Management (ICCCM 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182982&copyownerid=13881,"Jul 11, 2025 - Jul 13, 2025","Okinawa, Japan",25/03/25,ICCCM--EI 2025 : 2025 The 13th International Conference on Computer and Communications Management (ICCCM 2025),ICCCM--EI 2025 : 2025 The 13th International Conference on Computer and Communications Management (ICCCM 2025),"February 5, 2025",N/A,N/A,False,N/A,http://www.icccm.org/,"['cloud computing', 'big data', 'computer science', 'wireless communications']"
IEEE PRAI 2025,IEEE--2025 the 8th International Conference on Pattern Recognition and Artificial Intelligence (PRAI 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183295&copyownerid=13881,"Aug 15, 2025 - Aug 17, 2025","Guiyang, China",25/03/25,IEEE PRAI 2025 : IEEE--2025 the 8th International Conference on Pattern Recognition and Artificial Intelligence (PRAI 2025),IEEE PRAI 2025 : IEEE--2025 the 8th International Conference on Pattern Recognition and Artificial Intelligence (PRAI 2025),"May 25, 2025",N/A,N/A,False,N/A,http://www.prai.net,"['pattern recognition', 'artificial intelligence', 'engineering', 'computer science']"
HotStorage 2025,ACM HotStorage '25 Call for Papers,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185749&copyownerid=184760,"Jul 10, 2025 - Jul 11, 2025",Boston MA,27/03/25,HotStorage 2025 : ACM HotStorage '25 Call for Papers,HotStorage 2025 : ACM HotStorage '25 Call for Papers,N/A,N/A,N/A,True,N/A,http://www.hotstorage.org/2025/,"['computer science', 'storage systems', 'operating systems']"
HotStorage 2025,ACM HotStorage ’25 Call for Papers,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184848&copyownerid=74460,"Jul 10, 2025 - Jul 11, 2025",Boston MA,27/03/25,HotStorage 2025 : ACM HotStorage ’25 Call for Papers,HotStorage 2025 : ACM HotStorage ’25 Call for Papers,N/A,N/A,N/A,True,N/A,https://tinyurl.com/hotstorage25cfp,"['computer science', 'systems']"
CAEF 2025,The 1st International Workshop on Computational Aspects of Energy Flexibility,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185175&copyownerid=190864,"Jun 17, 2025 - Jun 17, 2025","Rotterdam, the Netherlands",31/03/25,CAEF 2025 : The 1st International Workshop on Computational Aspects of Energy Flexibility,CAEF 2025 : The 1st International Workshop on Computational Aspects of Energy Flexibility,N/A,N/A,N/A,True,N/A,https://sites.google.com/utwente.nl/caef2025,"['computer science', 'power', 'energy', 'smart grid']"
IEEE AMCAI 2025,IEEE Afro-Mediterranean Conference on Artificial Intelligence,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182915&copyownerid=181522,"Oct 14, 2025 - Oct 16, 2025","Valenciennes, France",31/03/25,IEEE AMCAI 2025 : IEEE Afro-Mediterranean Conference on Artificial Intelligence,IEEE AMCAI 2025 : IEEE Afro-Mediterranean Conference on Artificial Intelligence,"March 31, 2025",N/A,N/A,False,N/A,https://amcai-atia.tn/,"['artificial intelligence', 'computational intelligence', 'big data', 'computer science']"
ITCC--EI 2025,2025 7th International Conference on Information Technology and Computer Communications (ITCC 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185635&copyownerid=13881,"Aug 6, 2025 - Aug 8, 2025","Yokohama, Japan",01/04/25,ITCC--EI 2025 : 2025 7th International Conference on Information Technology and Computer Communications (ITCC 2025),ITCC--EI 2025 : 2025 7th International Conference on Information Technology and Computer Communications (ITCC 2025),N/A,N/A,N/A,False,N/A,http://www.itcc.net,"['cloud computing', 'computer science', 'information security', 'information science']"
SyntaxFest 2025,"SyntaxFest: TLT, DepLing, UDW, IWPT, Quasy",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182985&copyownerid=320,"Aug 26, 2025 - Aug 29, 2025","Ljubljana, Slovenia",01/04/25,"SyntaxFest  2025 : SyntaxFest:  TLT, DepLing, UDW, IWPT, Quasy","SyntaxFest  2025 : SyntaxFest:  TLT, DepLing, UDW, IWPT, Quasy",April 2025,N/A,N/A,True,N/A,https://syntaxfest.github.io/syntaxfest25/,"['NLP', 'artificial intelligence', 'computer science']"
HPCCT 2025,2025 the 9th High Performance Computing and Cluster Technologies Conference (HPCCT 2025)--ESCI,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182599&copyownerid=13881,"Aug 22, 2025 - Aug 24, 2025","Taicang, Jiangsu, China",05/04/25,HPCCT 2025 : 2025 the 9th High Performance Computing and Cluster Technologies Conference (HPCCT 2025)--ESCI,HPCCT 2025 : 2025 the 9th High Performance Computing and Cluster Technologies Conference (HPCCT 2025)--ESCI,N/A,N/A,N/A,False,N/A,https://www.hpcct.org/,"['computing', 'computer science', 'artificial intelligence', 'software engineering']"
EOOLT 2025,EOOLT 2025: 10th International Workshop on Equation-Based Object-Oriented Modeling Languages and Tools,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185364&copyownerid=191068,"Jun 13, 2025 - Jun 13, 2025","Bielefeld, Germany",11/04/25,EOOLT 2025 : EOOLT 2025: 10th International Workshop on Equation-Based Object-Oriented Modeling Languages and Tools,EOOLT 2025 : EOOLT 2025: 10th International Workshop on Equation-Based Object-Oriented Modeling Languages and Tools,April 4,N/A,N/A,True,N/A,https://eoolt.org/2025/index.html,"['computer science', 'system engineering', 'programming language design', 'simulation']"
IEEE Mentorium 2025,Building Blocks for Researchers,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185606&copyownerid=191244,"Jul 8, 2025 - Jul 11, 2025","Toronto, Canada",15/04/25,IEEE Mentorium 2025 : Building Blocks for Researchers,IEEE Mentorium 2025 : Building Blocks for Researchers,N/A,N/A,N/A,True,N/A,https://ieeecompsac.computer.org/2025/mentorium/,"['computer science', 'networking', 'research development', 'demo and poster']"
IEEE-Ei/Scopus-ITCC 2025,2025 5th International Conference on Information Technology and Cloud Computing (ITCC 2025)-EI Compendex,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=127474&copyownerid=165700,"May 23, 2025 - May 25, 2025","Shanghai, China",20/04/25,IEEE-Ei/Scopus-ITCC 2025 : 2025 5th International Conference on Information Technology and Cloud Computing (ITCC 2025)-EI Compendex,IEEE-Ei/Scopus-ITCC 2025 : 2025 5th International Conference on Information Technology and Cloud Computing (ITCC 2025)-EI Compendex,N/A,N/A,N/A,True,N/A,http://www.itcc-conf.net/,"['information technology', 'cloud computing', 'data mining', 'computer science']"
IEEE-Ei/Scopus-CNIOT 2025,"2025 IEEE 6th International Conference on Computing, Networks and Internet of Things (CNIOT 2025) -EI Compendex",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=171907&copyownerid=165700,"May 23, 2025 - May 25, 2025","Shanghai, China",20/04/25,"IEEE-Ei/Scopus-CNIOT 2025 : 2025 IEEE 6th International Conference on Computing, Networks and Internet of Things (CNIOT 2025) -EI Compendex","IEEE-Ei/Scopus-CNIOT 2025 : 2025 IEEE 6th International Conference on Computing, Networks and Internet of Things (CNIOT 2025) -EI Compendex",N/A,N/A,N/A,False,N/A,http://www.cniot-conf.net/,"['computing', 'networks', 'internet of things', 'computer science']"
FCSIT 2025,2025 4th Eurasian Conference on Frontiers of Computer Science and Information Technology,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=183104&copyownerid=139659,"May 23, 2025 - May 25, 2025","Valencia, Spain",25/04/25,FCSIT 2025 : 2025 4th Eurasian Conference on Frontiers of Computer Science and Information Technology,FCSIT 2025 : 2025 4th Eurasian Conference on Frontiers of Computer Science and Information Technology,N/A,N/A,N/A,False,N/A,https://www.ecfcsit.org/,"['computer science', 'information technology']"
NCMA 2025,Non-Classical Models for Automata and Applications,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185437&copyownerid=191124,"Jul 21, 2025 - Jul 22, 2025",Loughborough University,02/05/25,NCMA 2025 : Non-Classical Models for Automata and Applications,NCMA 2025 : Non-Classical Models for Automata and Applications,"May 2, 2025",N/A,N/A,True,N/A,https://www.lboro.ac.uk/departments/compsci/events/ncma-2025/,"['formal languages', 'automata theory', 'theoretical computer science', 'computer science']"
MLANN 2025,"2025 3rd Asia Conference on Machine Learning, Algorithms and Neural Networks (MLANN 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181638&copyownerid=163993,"May 23, 2025 - May 25, 2025","Xiamen, China",03/05/25,"MLANN 2025 2025 : 2025 3rd Asia Conference on Machine Learning, Algorithms and Neural Networks (MLANN 2025)","MLANN 2025 2025 : 2025 3rd Asia Conference on Machine Learning, Algorithms and Neural Networks (MLANN 2025)",N/A,N/A,N/A,True,N/A,https://www.mlann.net/,"['machine learning', 'algorithms', 'neural networks', 'computer science']"
CETA--EI 2025,"2025 4th International Conference on Computer Engineering, Technologies and Applications (CETA 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181445&copyownerid=13881,"Sep 24, 2025 - Sep 26, 2025","Istanbul, Turkey",05/05/25,"CETA--EI 2025 : 2025 4th International Conference on Computer Engineering, Technologies and Applications (CETA 2025)","CETA--EI 2025 : 2025 4th International Conference on Computer Engineering, Technologies and Applications (CETA 2025)",N/A,N/A,N/A,False,N/A,http://www.ceta.net,"['computer science', 'cloud computing', 'big data', 'machine learning']"
JELIA 2025,19th European Conference on Logics in Artificial Intelligence,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185264&copyownerid=190936,"Sep 1, 2025 - Sep 5, 2025","Kutaisi, Georgia",09/05/25,JELIA 2025 : 19th European Conference on Logics in Artificial Intelligence,JELIA 2025 : 19th European Conference on Logics in Artificial Intelligence,N/A,N/A,N/A,True,N/A,https://viam.science.tsu.ge/jelia2025/,"['computer science', 'artificial intelligence', 'logic', 'knowledge representation']"
Interacción 2025,XXV Congreso de la Asociación Interacción Persona Ordenador,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185571&copyownerid=27735,"Sep 3, 2025 - Sep 5, 2025","Valladolid, Spain",11/05/25,Interacción 2025 : XXV Congreso de la Asociación Interacción Persona Ordenador,Interacción 2025 : XXV Congreso de la Asociación Interacción Persona Ordenador,N/A,N/A,N/A,True,N/A,http://interaccion2025.infor.uva.es,"['computer science', 'human computer interaction']"
ICSED 2025,2025 7th International Conference on Software Engineering and Development (ICSED 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182252&copyownerid=13881,"Oct 29, 2025 - Oct 31, 2025","Bangkok, Thailand",15/05/25,ICSED 2025 : 2025 7th International Conference on Software Engineering and Development (ICSED 2025),ICSED 2025 : 2025 7th International Conference on Software Engineering and Development (ICSED 2025),N/A,N/A,N/A,False,N/A,http://www.icsed.org/,"['cloud computing', 'computer science', 'machine learning', 'human-computer interaction']"
WBO 2025,International Workshop on Big Optimization,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185648&copyownerid=191321,"Jul 31, 2025 - Aug 1, 2025",Catania,15/05/25,WBO 2025 : International Workshop on Big Optimization,WBO 2025 : International Workshop on Big Optimization,N/A,N/A,N/A,True,N/A,https://www.ants-lab.it/wbo2025/,"['computer science', 'optimization', 'heuristics and metaheuristics']"
SASIMI 2025,The 26th Workshop on Synthesis And System Integration of Mixed Information technologies,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185480&copyownerid=165282,"Oct 9, 2025 - Oct 10, 2025","Nara, Japan",16/05/25,SASIMI 2025 : The 26th Workshop on Synthesis And System Integration of Mixed Information technologies,SASIMI 2025 : The 26th Workshop on Synthesis And System Integration of Mixed Information technologies,N/A,N/A,N/A,True,N/A,https://sasimi.jp/,"['design automation', 'EDA', 'computer science', 'VLSI']"
KEOD 2025,17th International Conference on Knowledge Engineering and Ontology Development,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185521&copyownerid=45217,"Oct 20, 2025 - Oct 22, 2025","Marbella, Spain",19/05/25,KEOD 2025 : 17th International Conference on Knowledge Engineering and Ontology Development,KEOD 2025 : 17th International Conference on Knowledge Engineering and Ontology Development,"May 19, 2025",N/A,N/A,False,N/A,https://keod.scitevents.org,"['semantic web', 'knowledge engineering', 'ontologies', 'computer science']"
EXPLAINS 2025,2nd International Conference on Explainable AI for Neural and Symbolic Methods,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185523&copyownerid=45217,"Oct 22, 2025 - Oct 24, 2025","Marbella, Spain",19/05/25,EXPLAINS 2025 : 2nd International Conference on Explainable AI for Neural and Symbolic Methods,EXPLAINS 2025 : 2nd International Conference on Explainable AI for Neural and Symbolic Methods,"May 19, 2025",N/A,N/A,False,N/A,https://explains.scitevents.org,"['intelligent systems', 'soft computing', 'evolutionary computation', 'computer science']"
